date,city,race_no,horse_name,actual_rank,ganyan,model_score,is_winner,momentum_5,combo_win_rate,track_win_rate,quantum_chaos,galop_count,galop_speed,hp,weight
18/01/2026,İzmir,7,ÇEPNİ,2,5.1,0.09516744789638842,0,0.6599999999999999,0.0,0.0,0.18799999999999983,0,0.0,46,0.0
18/01/2026,İzmir,7,NINE TREES,3,9.75,0.1253414186423727,0,0.7,0.0,0.0,0.26,0,0.0,54,0.0
18/01/2026,İzmir,7,KING AKIN,4,11.05,0.09791416705099669,0,0.6599999999999999,0.0,0.0,0.18799999999999983,5,0.0,48,0.0
18/01/2026,İzmir,7,RÜZGAR LİDER,5,9.3,0.09441150223229051,0,0.5,0.0,0.0,0.9,0,0.0,40,0.0
18/01/2026,İzmir,7,MAGIC BANK,6,3.65,0.1867408929866049,0,0.64,0.3333333333333333,0.14285714285714285,0.535809523809524,5,0.0,51,0.0
18/01/2026,İzmir,7,SECRET FLIGHT,0,0.0,0.10182021286456051,0,0.6799999999999999,0.0,0.0,0.22399999999999992,5,0.0,60,54.0
18/01/2026,İzmir,7,KIZILCAHAMAM BEYİ,1,1.2,0.45026440823041103,1,0.8,1.0,1.0,0.07333333333333343,5,0.0,82,0.0
18/01/2026,İzmir,7,ÇEPNİ,2,5.1,0.09516744789638842,0,0.6599999999999999,0.0,0.0,0.18799999999999983,0,0.0,46,0.0
18/01/2026,İzmir,7,NINE TREES,3,9.75,0.1253414186423727,0,0.7,0.0,0.0,0.26,0,0.0,54,0.0
18/01/2026,İzmir,7,KING AKIN,4,11.05,0.09791416705099669,0,0.6599999999999999,0.0,0.0,0.18799999999999983,5,0.0,48,0.0
18/01/2026,İzmir,7,RÜZGAR LİDER,5,9.3,0.09441150223229051,0,0.5,0.0,0.0,0.9,0,0.0,40,0.0
18/01/2026,İzmir,7,MAGIC BANK,6,3.65,0.1867408929866049,0,0.64,0.3333333333333333,0.14285714285714285,0.535809523809524,5,0.0,51,0.0
18/01/2026,İzmir,8,BER KEMAL,1,4.45,0.288733489400677,1,0.6799999999999999,0.75,0.5,0.9356666666666663,5,0.0,41,55.0
18/01/2026,İzmir,8,YARENYAR,2,4.45,0.16638199919480112,0,0.8,0.3333333333333333,0.07692307692307693,0.9246153846153843,0,0.0,41,58.0
18/01/2026,İzmir,8,RÜZGARTEPESİ,3,21.6,0.10201851217302442,0,0.3,0.0,0.11428571428571428,0.4752380952380952,5,0.0,50,59.5
18/01/2026,İzmir,8,ARLİNHAN,4,4.65,0.09138754327967168,0,0.44000000000000006,0.0,0.0,0.7920000000000001,0,0.0,46,60.5
18/01/2026,İzmir,8,ÖZGÜLEN GÜZELİ,5,9.0,0.09728348679691813,0,0.5,0.0,0.08333333333333333,0.8361111111111111,5,0.0,42,56.5
18/01/2026,İzmir,8,AL ŞEREF,6,8.55,0.057585650077562944,0,0.52,0.0,0.0,0.9359999999999999,5,0.0,30,0.0
18/01/2026,İzmir,8,ADANALI TAY,7,16.85,0.11233098218743093,0,0.42000000000000004,0.14285714285714285,0.1875,0.8158214285714286,5,0.0,49,59.0
18/01/2026,İzmir,8,KÜÇÜK ERCAN,8,28.15,0.061145335265695135,0,0.38,0.0,0.0625,0.6435833333333332,5,0.0,40,54.5
18/01/2026,İzmir,8,AĞAM URFALI,9,5.45,0.0784075668274999,0,0.32,0.0,0.0,0.5760000000000001,0,0.0,41,58.0
18/01/2026,İzmir,8,BABA CENGİZ,10,32.85,0.060160079894337276,0,0.25999999999999995,0.0,0.0,0.4679999999999998,0,0.0,34,0.0
18/01/2026,İzmir,8,ŞAL KIZI,11,15.5,0.06263680515520186,0,0.38,0.0,0.0,0.6839999999999999,5,0.0,39,54.0
18/01/2026,İzmir,8,AKYEL ABİ,12,5.6,0.18753139078772643,0,0.3,0.2,0.07317073170731707,0.7385365853658538,5,0.0,51,63.0
18/01/2026,İzmir,8,SERENCEBEY,13,21.2,0.051205862471862186,0,0.15999999999999998,0.0,0.0,0.2879999999999999,0,0.0,30,0.0
18/01/2026,İzmir,8,UFUKYELİ,14,24.9,0.061657356800379974,0,0.2,0.0,0.0,0.36,0,0.0,41,0.0
18/01/2026,İzmir,8,BER KEMAL,1,4.45,0.288733489400677,1,0.6799999999999999,0.75,0.5,0.9356666666666663,5,0.0,41,55.0
18/01/2026,İzmir,8,YARENYAR,2,4.45,0.16638199919480112,0,0.8,0.3333333333333333,0.07692307692307693,0.9246153846153843,0,0.0,41,58.0
18/01/2026,İzmir,8,RÜZGARTEPESİ,3,21.6,0.10201851217302442,0,0.3,0.0,0.11428571428571428,0.4752380952380952,5,0.0,50,59.5
18/01/2026,İzmir,8,ARLİNHAN,4,4.65,0.09138754327967168,0,0.44000000000000006,0.0,0.0,0.7920000000000001,0,0.0,46,60.5
18/01/2026,İzmir,8,ÖZGÜLEN GÜZELİ,5,9.0,0.09728348679691813,0,0.5,0.0,0.08333333333333333,0.8361111111111111,5,0.0,42,56.5
18/01/2026,İzmir,8,AL ŞEREF,6,8.55,0.057585650077562944,0,0.52,0.0,0.0,0.9359999999999999,5,0.0,30,0.0
18/01/2026,İzmir,8,ADANALI TAY,7,16.85,0.11233098218743093,0,0.42000000000000004,0.14285714285714285,0.1875,0.8158214285714286,5,0.0,49,59.0
18/01/2026,İzmir,8,KÜÇÜK ERCAN,8,28.15,0.061145335265695135,0,0.38,0.0,0.0625,0.6435833333333332,5,0.0,40,54.5
18/01/2026,İzmir,8,AĞAM URFALI,9,5.45,0.0784075668274999,0,0.32,0.0,0.0,0.5760000000000001,0,0.0,41,58.0
18/01/2026,İzmir,8,BABA CENGİZ,10,32.85,0.060160079894337276,0,0.25999999999999995,0.0,0.0,0.4679999999999998,0,0.0,34,0.0
18/01/2026,İzmir,8,ŞAL KIZI,11,15.5,0.06263680515520186,0,0.38,0.0,0.0,0.6839999999999999,5,0.0,39,54.0
18/01/2026,İzmir,8,AKYEL ABİ,12,5.6,0.18753139078772643,0,0.3,0.2,0.07317073170731707,0.7385365853658538,5,0.0,51,63.0
18/01/2026,İzmir,8,SERENCEBEY,13,21.2,0.051205862471862186,0,0.15999999999999998,0.0,0.0,0.2879999999999999,0,0.0,30,0.0
18/01/2026,İzmir,8,UFUKYELİ,14,24.9,0.061657356800379974,0,0.2,0.0,0.0,0.36,0,0.0,41,0.0
18/01/2026,Adana,1,EGENİN İNCİSİ,1,4.9,0.19428181097189387,1,0.74,0.4,0.3333333333333333,0.6524444444444447,5,0.0,29,54.0
18/01/2026,Adana,1,GÜLLÜ BAHÇE,2,4.9,0.09333362879493484,0,0.54,0.0,0.0,0.9720000000000002,5,0.0,24,58.0
18/01/2026,Adana,1,TERKEN HATUN,3,4.45,0.12082926547950158,0,0.32,0.0,0.0,0.5760000000000001,5,0.0,34,62.0
18/01/2026,Adana,1,VARTO ESİNTİSİ,4,62.7,0.06504967364889068,0,0.38,0.0,0.0,0.6839999999999999,5,0.0,7,58.0
18/01/2026,Adana,1,SUSAM,5,2.1,0.1276655890967767,0,0.6799999999999999,0.0,0.0,0.22399999999999992,5,0.0,36,61.0
18/01/2026,Adana,1,NEVŞAN HATUN,6,38.75,0.0854211778076403,0,0.32,0.0,0.0,0.5760000000000001,5,0.0,28,61.0
18/01/2026,Adana,1,GÜMÜŞ KARANFİL,7,3.3,0.0770932930340601,0,0.2333333333333333,0.0,0.0,0.42,0,0.0,0,0.0
18/01/2026,Adana,1,BİLGESULTAN,8,14.45,0.07812470008825916,0,0.25999999999999995,0.0,0.0,0.4679999999999998,5,0.0,28,58.0
18/01/2026,Adana,1,ÇUHA GÜLÜ,9,6.2,0.08930571416104537,0,0.3,0.0,0.0,0.54,5,0.0,32,60.0
18/01/2026,Adana,1,RODİGÜLÜ,10,21.0,0.07646794358510044,0,0.36,0.0,0.0,0.6479999999999998,5,0.0,28,60.0
18/01/2026,Adana,1,ÖZPAYCAN,11,100.55,0.029993695431086254,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
18/01/2026,Adana,1,BAHTINAZ,12,36.6,0.07066485822452162,0,0.0,0.0,0.0,0.0,5,0.0,7,58.0
18/01/2026,Adana,1,GÜZEL ASMİN,13,60.95,0.032930712314602685,0,0.0,0.0,0.0,0.0,3,0.0,0,54.0
18/01/2026,Adana,1,EGENİN İNCİSİ,1,4.9,0.19428181097189387,1,0.74,0.4,0.3333333333333333,0.6524444444444447,5,0.0,29,54.0
18/01/2026,Adana,1,GÜLLÜ BAHÇE,2,4.9,0.09333362879493484,0,0.54,0.0,0.0,0.9720000000000002,5,0.0,24,58.0
18/01/2026,Adana,1,TERKEN HATUN,3,4.45,0.12082926547950158,0,0.32,0.0,0.0,0.5760000000000001,5,0.0,34,62.0
18/01/2026,Adana,1,VARTO ESİNTİSİ,4,62.7,0.06504967364889068,0,0.38,0.0,0.0,0.6839999999999999,5,0.0,7,58.0
18/01/2026,Adana,1,SUSAM,5,2.1,0.1276655890967767,0,0.6799999999999999,0.0,0.0,0.22399999999999992,5,0.0,36,61.0
18/01/2026,Adana,1,NEVŞAN HATUN,6,38.75,0.0854211778076403,0,0.32,0.0,0.0,0.5760000000000001,5,0.0,28,61.0
18/01/2026,Adana,1,GÜMÜŞ KARANFİL,7,3.3,0.0770932930340601,0,0.2333333333333333,0.0,0.0,0.42,0,0.0,0,0.0
18/01/2026,Adana,1,BİLGESULTAN,8,14.45,0.07812470008825916,0,0.25999999999999995,0.0,0.0,0.4679999999999998,5,0.0,28,58.0
18/01/2026,Adana,1,ÇUHA GÜLÜ,9,6.2,0.08930571416104537,0,0.3,0.0,0.0,0.54,5,0.0,32,60.0
18/01/2026,Adana,1,RODİGÜLÜ,10,21.0,0.07646794358510044,0,0.36,0.0,0.0,0.6479999999999998,5,0.0,28,60.0
18/01/2026,Adana,1,ÖZPAYCAN,11,100.55,0.029993695431086254,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
18/01/2026,Adana,1,BAHTINAZ,12,36.6,0.07066485822452162,0,0.0,0.0,0.0,0.0,5,0.0,7,58.0
18/01/2026,Adana,1,GÜZEL ASMİN,13,60.95,0.032930712314602685,0,0.0,0.0,0.0,0.0,3,0.0,0,54.0
18/01/2026,Adana,2,BACK TO GLORY,1,2.25,0.4487312490204966,1,0.9,1.0,1.0,0.2533333333333334,0,0.0,41,56.0
18/01/2026,Adana,2,SHADOW SOLDIER,2,2.0,0.11116937326803582,0,0.8,0.0,0.0,0.44,0,0.0,56,61.0
18/01/2026,Adana,2,ORIRI,3,3.8,0.23513883883910133,0,0.78,0.5,0.4,0.8253333333333336,0,0.0,48,58.0
18/01/2026,Adana,2,AZP STAR,4,4.5,0.19350840412448278,0,0.7,0.25,0.16666666666666666,0.49888888888888855,5,0.0,51,60.0
18/01/2026,Adana,2,BORGA,5,34.15,0.06343643988224197,0,0.35,0.0,0.0,0.63,5,0.0,25,0.0
18/01/2026,Adana,2,GOLDEN REIGN,6,11.15,0.08500681322278529,0,0.34,0.0,0.2222222222222222,0.4771851851851854,5,0.0,41,0.0
18/01/2026,Adana,2,LADY NİSANUR,7,30.15,0.08696819939386197,0,0.45999999999999996,0.0,0.0,0.8279999999999998,5,0.0,37,0.0
18/01/2026,Adana,2,BACK TO GLORY,1,2.25,0.4487312490204966,1,0.9,1.0,1.0,0.2533333333333334,0,0.0,41,56.0
18/01/2026,Adana,2,SHADOW SOLDIER,2,2.0,0.11116937326803582,0,0.8,0.0,0.0,0.44,0,0.0,56,61.0
18/01/2026,Adana,2,ORIRI,3,3.8,0.23513883883910133,0,0.78,0.5,0.4,0.8253333333333336,0,0.0,48,58.0
18/01/2026,Adana,2,AZP STAR,4,4.5,0.19350840412448278,0,0.7,0.25,0.16666666666666666,0.49888888888888855,5,0.0,51,60.0
18/01/2026,Adana,2,BORGA,5,34.15,0.06343643988224197,0,0.35,0.0,0.0,0.63,5,0.0,25,0.0
18/01/2026,Adana,2,GOLDEN REIGN,6,11.15,0.08500681322278529,0,0.34,0.0,0.2222222222222222,0.4771851851851854,5,0.0,41,0.0
18/01/2026,Adana,2,LADY NİSANUR,7,30.15,0.08696819939386197,0,0.45999999999999996,0.0,0.0,0.8279999999999998,5,0.0,37,0.0
18/01/2026,Adana,3,GÖKÇEKRALİÇE,1,8.25,0.21419049270730497,1,0.78,0.5,0.3333333333333333,0.8951111111111115,5,0.0,30,58.0
18/01/2026,Adana,3,AY FERİDE,2,1.55,0.12153648004374097,0,0.5599999999999999,0.0,0.0,0.00799999999999983,0,0.0,31,58.0
18/01/2026,Adana,3,UZUN YAZ,3,20.35,0.07534116391766911,0,0.5599999999999999,0.0,0.0,0.00799999999999983,5,0.0,20,0.0
18/01/2026,Adana,3,PELŞİN,4,17.8,0.11320137107657473,0,0.6,0.0,0.0,0.08,5,0.0,29,60.0
18/01/2026,Adana,3,ZEMHERİ AY,5,5.1,0.05859867472968219,0,0.5,0.0,0.0,0.9,0,0.0,28,0.0
18/01/2026,Adana,3,ELMAPINAR,6,9.95,0.08242254220547458,0,0.52,0.0,0.0,0.9359999999999999,5,0.0,31,58.0
18/01/2026,Adana,3,UĞUR MELEĞİ,7,4.0,0.09745066241418905,0,0.6799999999999999,0.0,0.0,0.22399999999999992,5,0.0,26,58.0
18/01/2026,Adana,3,GÖKNAZ ECE,8,43.05,0.03401168644853589,0,0.1,0.0,0.0,0.18,5,0.0,7,54.0
18/01/2026,Adana,3,SEMİRAMİS,9,29.05,0.052609747260769314,0,0.1,0.0,0.0,0.18,5,0.0,21,0.0
18/01/2026,Adana,3,SOSAN TAY,10,26.8,0.06413167559976236,0,0.019999999999999928,0.0,0.0,0.03599999999999987,5,0.0,22,58.0
18/01/2026,Adana,3,UMUDUN DÜNYASI,11,20.9,0.077369162283928,0,0.0,0.0,0.0,0.0,0,0.0,27,58.0
18/01/2026,Adana,3,ÇEVİK DENİZ,12,35.35,0.03220304721482143,0,0.1,0.0,0.0,0.18,5,0.0,16,0.0
18/01/2026,Adana,3,GÖKÇEKRALİÇE,1,8.25,0.21419049270730497,1,0.78,0.5,0.3333333333333333,0.8951111111111115,5,0.0,30,58.0
18/01/2026,Adana,3,AY FERİDE,2,1.55,0.12153648004374097,0,0.5599999999999999,0.0,0.0,0.00799999999999983,0,0.0,31,58.0
18/01/2026,Adana,3,UZUN YAZ,3,20.35,0.07534116391766911,0,0.5599999999999999,0.0,0.0,0.00799999999999983,5,0.0,20,0.0
18/01/2026,Adana,3,PELŞİN,4,17.8,0.11320137107657473,0,0.6,0.0,0.0,0.08,5,0.0,29,60.0
18/01/2026,Adana,3,ZEMHERİ AY,5,5.1,0.05859867472968219,0,0.5,0.0,0.0,0.9,0,0.0,28,0.0
18/01/2026,Adana,3,ELMAPINAR,6,9.95,0.08242254220547458,0,0.52,0.0,0.0,0.9359999999999999,5,0.0,31,58.0
18/01/2026,Adana,3,UĞUR MELEĞİ,7,4.0,0.09745066241418905,0,0.6799999999999999,0.0,0.0,0.22399999999999992,5,0.0,26,58.0
18/01/2026,Adana,3,GÖKNAZ ECE,8,43.05,0.03401168644853589,0,0.1,0.0,0.0,0.18,5,0.0,7,54.0
18/01/2026,Adana,3,SEMİRAMİS,9,29.05,0.052609747260769314,0,0.1,0.0,0.0,0.18,5,0.0,21,0.0
18/01/2026,Adana,3,SOSAN TAY,10,26.8,0.06413167559976236,0,0.019999999999999928,0.0,0.0,0.03599999999999987,5,0.0,22,58.0
18/01/2026,Adana,3,UMUDUN DÜNYASI,11,20.9,0.077369162283928,0,0.0,0.0,0.0,0.0,0,0.0,27,58.0
18/01/2026,Adana,3,ÇEVİK DENİZ,12,35.35,0.03220304721482143,0,0.1,0.0,0.0,0.18,5,0.0,16,0.0
18/01/2026,Adana,4,PRINCIPESSA NİLO,1,1.95,0.3431841732174694,1,0.82,0.6,0.5,0.9646666666666665,5,0.0,54,0.0
18/01/2026,Adana,4,ONE PAGE,2,6.3,0.13695194538393363,0,0.8,0.0,0.2,0.2266666666666667,5,0.0,59,57.0
18/01/2026,Adana,4,STAR GATE,3,8.2,0.19171399299029512,0,0.6599999999999999,0.25,0.14285714285714285,0.4456190476190477,5,0.0,56,0.0
18/01/2026,Adana,4,MİA STAR,4,8.55,0.17941070520803373,0,0.72,0.3333333333333333,0.14285714285714285,0.6950476190476189,5,0.0,71,63.0
18/01/2026,Adana,4,TEK NERGİZ,5,13.25,0.09511586568865567,0,0.54,0.0,0.11764705882352941,0.8770980392156865,0,0.0,61,56.0
18/01/2026,Adana,4,DOROTHY GALE,6,9.85,0.11518549403403107,0,0.6,0.0,0.3,0.82,5,0.0,71,63.0
18/01/2026,Adana,4,FIRE OF DARKNESS,7,30.9,0.08705519421199757,0,0.76,0.0,0.13333333333333333,0.231111111111111,5,0.0,47,0.0
18/01/2026,Adana,4,FELIX PERLA,8,4.4,0.1261238683318337,0,0.3333333333333333,0.0,0.0,0.6,0,0.0,69,62.0
18/01/2026,Adana,4,COOL OPERATOR,9,4.3,0.12876570159925133,0,0.7,0.0,0.2222222222222222,0.045185185185185335,0,0.0,56,0.0
18/01/2026,Adana,4,PRINCIPESSA NİLO,1,1.95,0.3431841732174694,1,0.82,0.6,0.5,0.9646666666666665,5,0.0,54,0.0
18/01/2026,Adana,4,ONE PAGE,2,6.3,0.13695194538393363,0,0.8,0.0,0.2,0.2266666666666667,5,0.0,59,57.0
18/01/2026,Adana,4,STAR GATE,3,8.2,0.19171399299029512,0,0.6599999999999999,0.25,0.14285714285714285,0.4456190476190477,5,0.0,56,0.0
18/01/2026,Adana,4,MİA STAR,4,8.55,0.17941070520803373,0,0.72,0.3333333333333333,0.14285714285714285,0.6950476190476189,5,0.0,71,63.0
18/01/2026,Adana,4,TEK NERGİZ,5,13.25,0.09511586568865567,0,0.54,0.0,0.11764705882352941,0.8770980392156865,0,0.0,61,56.0
18/01/2026,Adana,4,DOROTHY GALE,6,9.85,0.11518549403403107,0,0.6,0.0,0.3,0.82,5,0.0,71,63.0
18/01/2026,Adana,4,FIRE OF DARKNESS,7,30.9,0.08705519421199757,0,0.76,0.0,0.13333333333333333,0.231111111111111,5,0.0,47,0.0
18/01/2026,Adana,4,FELIX PERLA,8,4.4,0.1261238683318337,0,0.3333333333333333,0.0,0.0,0.6,0,0.0,69,62.0
18/01/2026,Adana,4,COOL OPERATOR,9,4.3,0.12876570159925133,0,0.7,0.0,0.2222222222222222,0.045185185185185335,0,0.0,56,0.0
18/01/2026,Adana,5,TUNÇDAĞ,1,2.65,0.19899822167512207,1,0.4,0.4,0.25,0.07333333333333329,0,0.0,97,0.0
18/01/2026,Adana,5,YUTANGİRDAP,2,24.4,0.07671318790739919,0,0.32,0.0,0.06896551724137931,0.5355402298850575,2,0.0,74,58.0
18/01/2026,Adana,5,İLKAYOĞLU,3,16.65,0.15565712799042106,0,0.58,0.5,0.1111111111111111,0.6899259259259258,0,0.0,74,57.0
18/01/2026,Adana,5,SEHHAR,4,2.25,0.11656506173930015,0,0.42000000000000004,0.0,0.22727272727272727,0.599939393939394,5,0.0,81,57.0
18/01/2026,Adana,5,MEHMETOĞLU,5,3.05,0.2287800255348229,0,0.72,0.5,0.3,0.8099999999999997,5,0.0,80,60.0
18/01/2026,Adana,5,ARAPÇELİK,6,13.25,0.15852554990880585,0,0.58,0.1,0.09523809523809523,0.11136507936507925,0,0.0,74,60.0
18/01/2026,Adana,5,BÜYÜK YÜREKLİ,7,5.6,0.1659413827751642,0,0.5599999999999999,0.2,0.125,0.19666666666666643,0,0.0,83,57.0
18/01/2026,Adana,5,TEKKURŞUN,8,19.6,0.07633328065484106,0,0.27999999999999997,0.0,0.2,0.3946666666666666,5,0.0,67,61.0
18/01/2026,Adana,5,MENEMEN,9,26.3,0.13167798711775722,0,0.7,0.0,0.25,0.018333333333333285,5,0.0,50,0.0
18/01/2026,Adana,6,HALLELUKA,1,1.65,0.20563791369789328,1,0.62,0.16666666666666666,0.125,0.25850000000000006,5,0.0,95,0.0
18/01/2026,Adana,6,ALTINSİMA,2,3.6,0.15403584387484806,0,0.6599999999999999,0.2857142857142857,0.07142857142857142,0.5675238095238092,5,0.0,100,0.0
18/01/2026,Adana,6,TYWIN LANNISTER,3,10.05,0.1347766636388993,0,0.74,0.0,0.0,0.3320000000000002,0,0.0,76,0.0
18/01/2026,Adana,6,BLACK PABLO,4,2.4,0.14692630340601023,0,0.8,0.0,0.5,0.9066666666666667,0,0.0,94,0.0
18/01/2026,Adana,6,LOVİBOND,5,5.25,0.1922094884689565,0,0.55,0.5,0.25,0.5108333333333335,0,0.0,84,0.0
18/01/2026,Adana,7,SÜPER EFE,1,8.4,0.208399882313251,1,0.65,1.0,0.5,0.2616666666666669,5,0.0,39,56.5
18/01/2026,Adana,7,WOLF ŞAHİN,2,2.35,0.2677456002144801,0,0.85,0.5,0.5,0.8466666666666666,0,0.0,40,57.0
18/01/2026,Adana,7,DOUBLE WORLD,3,6.55,0.11590299730355436,0,0.7,0.0,0.0,0.26,5,0.0,41,0.0
18/01/2026,Adana,7,ASPENDİP,4,2.0,0.27068902695415986,0,0.7,0.3333333333333333,0.3333333333333333,0.4711111111111114,0,0.0,43,58.5
18/01/2026,Adana,7,MYTHWAKE,5,4.4,0.11324712222426507,0,0.5,0.0,0.0,0.9,0,0.0,45,59.5
18/01/2026,Adana,7,MERT KHAN,6,17.75,0.07962683285989236,0,0.25,0.0,0.0,0.45,5,0.0,43,56.5
18/01/2026,Adana,7,FRÜHLİNG,7,8.95,0.1077194655094097,0,0.3,0.0,0.0,0.54,0,0.0,46,57.0
17/01/2026,İstanbul,1,GOOSEBUMBS,1,1.8,0.4146744588484467,1,0.85,1.0,1.0,0.16333333333333344,5,0.0,46,58.0
17/01/2026,İstanbul,1,ANGEL OF TIME,2,4.9,0.12474351491768558,0,0.8,0.0,0.0,0.44,5,0.0,44,59.0
17/01/2026,İstanbul,1,ERULİNA,3,3.4,0.09875251897217585,0,0.72,0.0,0.0,0.29599999999999965,5,0.0,44,59.0
17/01/2026,İstanbul,1,BOLD STEPS,4,26.05,0.08968373604587732,0,0.52,0.0,0.0,0.9359999999999999,5,0.0,43,58.5
17/01/2026,İstanbul,1,SMOOTH CRIMINAL,5,14.55,0.14173377593093375,0,0.6,0.2,0.0,0.38,5,0.0,39,56.5
17/01/2026,İstanbul,1,ANGEL KISS,6,24.2,0.05384406179595242,0,0.4,0.0,0.0,0.72,5,0.0,32,53.0
17/01/2026,İstanbul,1,YEL ANA,7,100.25,0.036120501376761434,0,0.225,0.0,0.0,0.405,5,0.0,14,0.0
17/01/2026,İstanbul,1,WEEPING SONG,8,2.7,0.11645907866700778,0,0.2,0.0,0.0,0.36,5,0.0,45,59.5
17/01/2026,İstanbul,1,GOOSEBUMBS,1,1.8,0.4146744588484467,1,0.85,1.0,1.0,0.16333333333333344,5,0.0,46,58.0
17/01/2026,İstanbul,1,ANGEL OF TIME,2,4.9,0.12474351491768558,0,0.8,0.0,0.0,0.44,5,0.0,44,59.0
17/01/2026,İstanbul,1,ERULİNA,3,3.4,0.09875251897217585,0,0.72,0.0,0.0,0.29599999999999965,5,0.0,44,59.0
17/01/2026,İstanbul,1,BOLD STEPS,4,26.05,0.08968373604587732,0,0.52,0.0,0.0,0.9359999999999999,5,0.0,43,58.5
17/01/2026,İstanbul,1,SMOOTH CRIMINAL,5,14.55,0.14173377593093375,0,0.6,0.2,0.0,0.38,5,0.0,39,56.5
17/01/2026,İstanbul,1,ANGEL KISS,6,24.2,0.05384406179595242,0,0.4,0.0,0.0,0.72,5,0.0,32,53.0
17/01/2026,İstanbul,1,YEL ANA,7,100.25,0.036120501376761434,0,0.225,0.0,0.0,0.405,5,0.0,14,0.0
17/01/2026,İstanbul,1,WEEPING SONG,8,2.7,0.11645907866700778,0,0.2,0.0,0.0,0.36,5,0.0,45,59.5
17/01/2026,İstanbul,1,GOOSEBUMBS,1,1.8,0.4146744588484467,1,0.85,1.0,1.0,0.16333333333333344,5,0.0,46,58.0
17/01/2026,İstanbul,1,ANGEL OF TIME,2,4.9,0.12474351491768558,0,0.8,0.0,0.0,0.44,5,0.0,44,59.0
17/01/2026,İstanbul,1,ERULİNA,3,3.4,0.09875251897217585,0,0.72,0.0,0.0,0.29599999999999965,5,0.0,44,59.0
17/01/2026,İstanbul,1,BOLD STEPS,4,26.05,0.08968373604587732,0,0.52,0.0,0.0,0.9359999999999999,5,0.0,43,58.5
17/01/2026,İstanbul,1,SMOOTH CRIMINAL,5,14.55,0.14173377593093375,0,0.6,0.2,0.0,0.38,5,0.0,39,56.5
17/01/2026,İstanbul,1,ANGEL KISS,6,24.2,0.05384406179595242,0,0.4,0.0,0.0,0.72,5,0.0,32,53.0
17/01/2026,İstanbul,1,YEL ANA,7,100.25,0.036120501376761434,0,0.225,0.0,0.0,0.405,5,0.0,14,0.0
17/01/2026,İstanbul,1,WEEPING SONG,8,2.7,0.11645907866700778,0,0.2,0.0,0.0,0.36,5,0.0,45,59.5
17/01/2026,İstanbul,2,BY TÜRKOĞLU,1,2.65,0.2679965917490214,1,0.7666666666666666,0.6666666666666666,1.0,0.45777777777777773,5,0.0,71,0.0
17/01/2026,İstanbul,2,ATİLLABEY,2,7.95,0.11014281540421851,0,0.6333333333333334,0.0,0.0,0.14,5,0.0,69,0.0
17/01/2026,İstanbul,2,ALMUTANABİY,3,28.15,0.07903892310484446,0,0.475,0.0,0.0,0.855,5,0.0,57,54.0
17/01/2026,İstanbul,2,KORKUTELİ BEYİ,4,7.5,0.10504792491803285,0,0.65,0.0,0.0,0.17,5,0.0,56,0.0
17/01/2026,İstanbul,2,KRAL SULTAN,5,4.15,0.10818819957836617,0,0.5,0.0,0.0,0.9,5,0.0,84,0.0
17/01/2026,İstanbul,2,CEMHAN,6,1.7,0.08901558927657993,0,0.575,0.0,0.0,0.035,5,0.0,63,0.0
17/01/2026,İstanbul,2,TİMBİRBİKE,7,23.8,0.07157346075742234,0,0.3,0.0,0.0,0.54,5,0.0,61,0.0
17/01/2026,İstanbul,2,YER TİTRETEN,8,19.15,0.11560687852444412,0,0.44000000000000006,0.3333333333333333,0.0,0.2386666666666669,5,0.0,36,0.0
17/01/2026,İstanbul,2,BY TÜRKOĞLU,1,2.65,0.2679965917490214,1,0.7666666666666666,0.6666666666666666,1.0,0.45777777777777773,5,0.0,71,0.0
17/01/2026,İstanbul,2,ATİLLABEY,2,7.95,0.11014281540421851,0,0.6333333333333334,0.0,0.0,0.14,5,0.0,69,0.0
17/01/2026,İstanbul,2,ALMUTANABİY,3,28.15,0.07903892310484446,0,0.475,0.0,0.0,0.855,5,0.0,57,54.0
17/01/2026,İstanbul,2,KORKUTELİ BEYİ,4,7.5,0.10504792491803285,0,0.65,0.0,0.0,0.17,5,0.0,56,0.0
17/01/2026,İstanbul,2,KRAL SULTAN,5,4.15,0.10818819957836617,0,0.5,0.0,0.0,0.9,5,0.0,84,0.0
17/01/2026,İstanbul,2,CEMHAN,6,1.7,0.08901558927657993,0,0.575,0.0,0.0,0.035,5,0.0,63,0.0
17/01/2026,İstanbul,2,TİMBİRBİKE,7,23.8,0.07157346075742234,0,0.3,0.0,0.0,0.54,5,0.0,61,0.0
17/01/2026,İstanbul,2,YER TİTRETEN,8,19.15,0.11560687852444412,0,0.44000000000000006,0.3333333333333333,0.0,0.2386666666666669,5,0.0,36,0.0
17/01/2026,İstanbul,3,DARWIN,1,9.75,0.29919085092600634,1,0.76,1.0,0.6666666666666666,0.34355555555555584,5,0.0,38,0.0
17/01/2026,İstanbul,3,SERİNTEPE,2,8.5,0.10638399233329737,0,0.7,0.0,0.0,0.26,5,0.0,42,56.5
17/01/2026,İstanbul,3,BAŞ FEDAİ,3,38.45,0.0808577784071454,0,0.62,0.0,0.0,0.11599999999999994,5,0.0,38,0.0
